lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;ve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
100565323;KDV;Nee;Junior Service Amsterdam;15;Nee;Ingeschreven;01-05-2010;Van Oldenbarneveldtstraat 77 H;1052JW;Amsterdam;0363010000844043;B.V. Junior Service Amsterdam;81211899;000010258264;Besloten Vennootschap;2021-04-01;;Van Oldenbarneveldtstraat 77 H;1052JW;Amsterdam;;Van Oldenbarneveldtstraat 77 H;1052JW;Amsterdam;;M. De Groot;'020-7855766';info@juniorserviceamsterdam.nl;http://www.juniorserviceamsterdam.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/af05048e-a0d3-4d68-a47c-e93f5d52e8da
100566042;BSO;Nee;Buitenschoolse opvang Ziezo;63;;Ingeschreven;01-01-2010;Wijngracht 11a ;6351HJ;Bocholtz;0965010000819256;Stichting Humankind;41208044;000026651963;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Meezenbroekerweg 3 ;6412VK;Heerlen;;Claire van der Velden;'045-5711254';regiolimburgzuid@humankind.nl;http://www.kinderopvanghumanitas.nl;965;Simpelveld;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d35876a1-a055-42aa-8536-be2041de4abe
100567551;VGO;Nee;Hoeks;6;;Ingeschreven;16-05-2018;Nanteslaan 9 ;5627VA;Eindhoven;0772010000704437;Hoeks;;;;;;;;;;;;;;;'';;;772;Eindhoven;900644862;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2d1b29e5-6e34-440f-a500-aee1156cc9c0
100572662;KDV;Nee;Prokino Villa Kino KDV;31;Nee;Ingeschreven;01-01-2010;Villa Novalaan 1 ;8531HM;Lemmer;0082010000167472;Stichting Prokino Kinderopvang;34162208;000026469235;Stichting;2016-01-12;;Diemermere 13 ;1112TB;Diemen;;;;;;Regiomanager;'0882330000';lrk@prokino.nl;https://www.prokino.nl;1940;De Fryske Marren;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b05064bd-725c-4521-9b17-9e005ac65d1b
100581948;KDV;Nee;Kinderdagverblijf Binnenstebuiten;60;Ja;Ingeschreven;12-01-2015;Agripark-Oost 4A ;8251KH;Dronten;0303010000644650;Stichting Kinderopvang WildeWijs;39071570;000012140538;Stichting;2016-02-01;;Agripark-Oost 4 ;8251KH;Dronten;;Agripark-Oost 4 ;8251KH;Dronten;;Anita Sari;'0610992230';anita.sari@wildewijs.nl;http://www.kinderopvangwildewijs.nl;303;Dronten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cc69a96b-15aa-4952-8db2-aab781f4e507
100604262;KDV;Nee;Makassar;16;Nee;Ingeschreven;09-11-2016;Makassarweg 66 ;1335HZ;Almere;0034010000017511;Kindercentrum Marijtje Doets B.V.;32132673;000038179466;Besloten Vennootschap;2016-01-27;;Willem de Vlaminghstraat 31 ;1335PP;Almere;;;;;;C.J. de Kruijk;'03665497220';info@marijtjedoets.nl;http://www.marijtjedoets.nl;34;Almere;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c455b3c8-d84a-4d88-9a57-472e82a6275f
100623323;VGO;Nee;Alrashedi;6;;Ingeschreven;25-04-2023;Camera Obscurastraat 63 ;3813PK;Amersfoort;0307010000440579;Alrashedi;;;;;;;;;;;;;;;'0612391703';alrashedi199@hotmail.com;;307;Amersfoort;123729920;146575891;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f9b39cf6-575a-4bbd-8a21-ee85bfb76964
100639914;BSO;Nee;BSO Helmgras;140;;Ingeschreven;01-08-2010;Het Korte Land 3 ;1902BA;Castricum;0383010001005644;Tabijn opvang B.V.;76263215;000041226831;Besloten Vennootschap;2019-11-12;;De Trompet 1960 ;1967DB;Heemskerk;;;;;;M. Boerhoop;'0251650864';m.boerhoop@tabijn.nl;http://www.helmgrs.tabijn.nl;383;Castricum;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/817ba7e2-0188-4413-bc9b-31223bde663f
100642408;KDV;Nee;Zeggetuin;16;Ja;Ingeschreven;13-08-2012;Hoefstraat 13 ;4735TA;Zegge;0840010000301662;Kober B.V.;20125402;000025673513;Besloten Vennootschap;2016-01-10;;Postbus 7482;4800GL;Breda;;;;;;Danielle Theunissen;'06-57964357';dtheunissen@kober.nl;http://www.kober.nl;840;Rucphen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f2fad23d-ccd5-4831-afc4-6d97aaea5098
100657084;BSO;Nee;Kinderopvang LittlePeople, Wildheuvel 15 (BSO);39;;Ingeschreven;28-08-2018;Wildheuvel 15 ;5685CD;Best;0753010000010494;Kinderopvang Little People B.V.;62342282;;BV;2016-01-04;;Bijenhei 11 ;5685GP;Best;;;;;;D. Beunis-Jackson;'0639502392';info@kinderopvanglittlepeople.nl;http://www.kinderopvanglittlepeople.nl;753;Best;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/bea4d18a-4e06-4734-9b8b-c32a064e1d4c
100673144;VGO;Nee;Wijnia-Postma;6;;Ingeschreven;19-08-2010;Sparrenburg 17 ;8702AH;Bolsward;0064010000134018;Wijnia Postma;;;;;;;;;;;;;;;'';;;1900;Súdwest-Fryslân;170370471;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6527643a-a82f-4e98-9271-e9754c6b1774
100676704;KDV;Nee;Kinderdagverblijf De Beestenboel;27;Nee;Ingeschreven;13-07-2011;Overweg 1 ;1713HX;Obdam;1598010000044744;Stichting Forte Kinderopvang;41238436;000046154825;Stichting;2016-01-18;;Postbus 401;1900AK;Castricum;;Postbus 401;1900AK;Castricum;;mevr. E. Jaarsma;'0226 450235';info@fortekinderopvang.nl;https://fortekinderopvang.nl/;1598;Koggenland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/12e23547-7a4e-497f-b034-54cc1c7a73e9
100677319;VGO;Nee;Varela Bento Lopes dos Santos;6;;Ingeschreven;13-10-2015;Katendrechtse Lagedijk 303C ;3083GE;Rotterdam;0599010000083068;Varela Bento Lopes dos Santos;;;;;;;;;;;;;;;'';;;599;Rotterdam;117383521;146575891;316496522;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/471be79e-3ec7-42d1-96f9-df4a8e263597
100680720;BSO;Nee;MikMak van Bemmelenlaan;80;;Ingeschreven;01-01-2010;Prof. van Bemmelenlaan 34 ;3571EN;Utrecht;0344010000050889;Kinderopvang Mini Stek B.V.;30234380;000019028199;BV;2016-07-29;;De Vooysplantsoen 53 ;3571ZS;Utrecht;;;;;;E. van den Tempel;'030-2713636';info@mini-stek.nl;http://www.mini-stek.nl;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8ac0650a-fb6e-44d1-ac82-73260ae1ecda
100681712;KDV;Nee;Kinderdagverblijf Dymphie B.V.;56;Nee;Ingeschreven;01-10-2021;Hortensialaan 1 ;5582CL;Waalre;0866010000003864;Kinderdagverblijf Dymphie B.V.;83279229;000046241183;Besloten Vennootschap;2021-10-01;;Hortensialaan 1 ;5582CL;Waalre;;Hortensialaan 1 ;5582CL;Waalre;;Dymphna Monster;'+31 0646151157';dymphna@kinderdagverblijfdymphie.nl;http://www.kinderdagverblijfdymphie.nl;866;Waalre;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7dda7c41-a53b-4354-abf8-b96cee5a4b95
100682972;VGO;Nee;Grandia Bos;6;;Ingeschreven;08-12-2025;Anna van Burenlaan 150 ;6713NP;Ede;0228010000009253;Grandia Bos;;;;;;;;;;;;;;;'';;;228;Ede;162801580;955688899;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9172f47d-f8d1-43c2-bdb8-d140874938ef
100683034;KDV;Nee;Dak Koningin Emma;102;Ja;Ingeschreven;12-07-2010;Koningin Emmakade 119 ;2518JJ;'s-Gravenhage;0518010000701650;Stichting DAK kindercentra;41156590;000021016526;Stichting;2015-12-21;;Postbus 10395;2501HJ;'s-Gravenhage;;Postbus 10395;2501HJ;'S-GRAVENHAGE;;C. van Vliet;'06-21409028';cvliet@dakkindercentra.nl;http://www.dakkindercentra.nl;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ec2e9ab9-6b6b-4b50-b428-8ea341c108e2
100684245;BSO;Nee;BSO Sterrenbos;20;;Ingeschreven;13-05-2019;Padvinderslaantje 10 ;3708BS;Zeist;0355010000779968;BSO Sterrenbos B.V.;88572765;000059073365;Besloten Vennootschap;2022-03-30;;Postbus 94;3970AB;Driebergen-Rijsenburg;;;;;;E. Holtrop;'0617478851';info@bsosterrenbos.nl;http://www.bsosterrenbos.nl;355;Zeist;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f047848d-a2c8-47ad-b63d-2612ed4356b5
100689024;KDV;Nee;Villa Kakelbont;40;Nee;Ingeschreven;01-01-2010;Aartsbisschop Romerostraat 330 ;3573AV;Utrecht;0344010000077015;Stichting Kind & Co Ludens;30182723;000050077880;Stichting;2015-12-18;;Postbus 250;3430AG;Nieuwegein;;;;;;Rick Oostendorp;'0650052165';r.oostendorp@kindencoludens.nl;http://www.kindencoludens.nl;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e2c7ca65-5758-4c6a-b165-dd44a39510f2
100698013;VGO;Nee;Stapelbroek-van de Vorle;6;;Ingeschreven;27-01-2022;Scholeksterstraat 4 ;7132DH;Lichtenvoorde;1586010000030380;Stapelbroek van de Vorle;;;;;;;;;;;;;;;'';;;1586;Oost Gelre;225000520;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/26a26ceb-d065-4ab1-8da2-cbcf69c39ee9
100706174;KDV;Nee;Koetje Boe Beek en Donk;80;Nee;Ingeschreven;01-08-2022;Pater Eustachiuslaan 7a ;5735SK;Aarle-Rixtel;1659010000011556;Verheijen;17258862;000008778140;Eenmanszaak;2016-01-06;;;;;;;;;;Debbie Verheijen;'06 20426224';info@kdvkoetjeboe.nl;http://www.kdvkoetjeboe.nl;1659;Laarbeek;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f46fb3d7-4ed9-4fb9-a601-eaaaf866050c
100708213;BSO;Nee;BSO De Wiekslag;24;;Ingeschreven;12-05-2025;Tijmstraat 2 ;7383XR;Voorst;0285010000101516;Stichting Archipel Kinderopvang;58040846;;Stichting;2015-12-11;;Postbus 4091;7200BB;Zutphen;;Tijmstraat 2 ;7383XR;Voorst;;Vanessa Pothoven;'0575501552';vanessapothoven@archipelprimair.nl;https://dewiekslagvoorst.nl/;285;Voorst;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9c2a2b93-ef0a-45fa-a453-a7a7005c4154
100721576;BSO;Nee;Vandaag BSO Suwâld;20;;Ingeschreven;06-07-2020;Ds. Oosterhuisstraat 33 ;9265LV;Suwâld;0737010000011576;Vandaag Kinderopvang B.V.;83456295;000049620290;Besloten Vennootschap;2021-10-01;;Prins Bernhardstraat 1A 101;9251GJ;Burgum;;Prins Bernhardstraat 1A 101;9251GJ;Burgum;;Annette de Haan;'0512-790011';info@kindvandaag.nl;;737;Tytsjerksteradiel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/bd5516e9-04e5-468b-8ad3-8f30133f0696
100727104;KDV;Nee;Kinderopvang Pinokkio Maastricht;64;Ja;Ingeschreven;14-08-2002;Voldersdreef 85 ;6216TD;Maastricht;0935010000024415;B.V. Kinderopvang Pinokkio Maastricht;14067594;000034884343;Besloten Vennootschap;2016-01-15;;Franciscus Romanusweg 50 ;6221AH;Maastricht;;Voldersdreef 85 ;6216TD;Maastricht;;Mevrouw T. Paanakker;'043-737 00 83';info@samenspelen.net;https://samenspelen.net/;935;Maastricht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2be4d7ba-a203-4d5f-9e47-8017504e150c
100728261;VGO;Nee;Benthem;6;;Ingeschreven;19-08-2010;Koelmansstraat 34 ;7722LX;Dalfsen;0148010000006488;Benthem;;;;;;;;;;;;;;;'';;;148;Dalfsen;139317521;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1c54de5d-5312-4e15-979f-dd899cf974c7
100733670;VGO;Nee;Koopen;6;;Ingeschreven;19-11-2010;Maerten van Heemskerckstraat 189 ;1945GE;Beverwijk;0375010000012670;Koopen;;;;;;;;;;;;;;;'';;;375;Beverwijk;376815279;904670612;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c8fcf395-815c-4901-8d4c-c953bba68893
100748260;VGO;Nee;C.E. van der Linden;6;;Ingeschreven;06-07-2010;Kruiningenstraat 78 ;5045PX;Tilburg;0855010000041440;Linden;;;;;;;;;;;;;;;'';;;855;Tilburg;122338479;172597845;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9f146831-7a99-4ecf-9a1a-610d2471dd25
100753127;VGO;Nee;Geerdes-Lamers;6;;Ingeschreven;10-12-2010;Straat Malakka 46 ;9642BN;Veendam;0047010000304910;Geerdes - Lamers;;;;;;;;;;;;;;;'';;;47;Veendam;106778857;112130306;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e9c819ce-a659-41a5-a890-62ade65459fb
100754569;VGO;Nee;Winkoop van Dam;6;;Ingeschreven;02-06-2025;Huinerschoolweg 30 ;3882TJ;Putten;0273010000011559;Winkoop van Dam;;;;;;;;;;;;;;;'';;;273;Putten;131102369;972278771;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/aeacd5f8-3b99-419e-b99e-b5e25e5a588c
100764484;VGO;Nee;Kersbergen Hazebroek;5;;Ingeschreven;15-11-2020;Roodborst 30 ;7731KS;Ommen;0175010000004362;Kersbergen Hazebroek;;;;;;;;;;;;;;;'';;;175;Ommen;152625549;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b59f1dc7-c1d0-4067-ad03-128d61069845
100765853;KDV;Nee;Kiddoozz - Charloisse Kerksingel;24;Ja;Ingeschreven;09-08-2010;Charloisse Kerksingel 24 ;3082DB;Rotterdam;0599010000284090;Kiddoozz Rotterdam B.V.;24379873;000061479195;Besloten Vennootschap;2016-01-15;;Sliedrechtstraat 62 ;3086JN;Rotterdam;;;;;;Facilitair;'010-2041820';Facilitair@kiddoozz.nl;http://www.kiddoozz.nl;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/91554b4c-fb14-4c3e-88b8-f0efd3351142
100768519;KDV;Nee;Kinderopvang Klarenbeek;28;Nee;Ingeschreven;17-05-2005;Klarenbeekseweg 129 ;7381BE;Klarenbeek;0200010000470966;Kinderopvang Klarenbeek B.V.;08134576;000019517750;Besloten Vennootschap;2025-09-09;;Alexanderweg 20 ;6721HG;Bennekom;;Alexanderweg 20 ;6721HG;Bennekom;;Mw. G.M. Gerritse-Jochemsen;'06-44652877';gerscha@kindthuis.nl;;200;Apeldoorn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/414572df-26a8-4499-95a7-53b488258f20
100775883;VGO;Nee;Lange;6;;Ingeschreven;02-08-2016;Holtlaan 213 ;7824SJ;Emmen;0114010000288922;Lange;;;;;;;;;;;;;;;'';;;114;Emmen;146575891;181991639;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5e6a1ff1-66f1-4443-a8a7-24ab47626328
100798342;VGO;Nee;Tichelaar-Klos;6;;Ingeschreven;18-08-2011;Componistenlaan 63 ;2215SN;Voorhout;1525010000006369;Tichelaar Klos;;;;;;;;;;;;;;;'';;;1525;Teylingen;120189197;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ff016656-7034-48e8-b9c2-d246d96b2542
100802448;BSO;Nee;BSO Pluskanjers;24;;Ingeschreven;02-01-2017;Prinses Irenelaan 2a ;4141ES;Leerdam;0545010000356902;Stichting Dichtbij Kinderopvang;41059819;000037198602;Stichting;2016-01-19;;Sportlaan 14 ;4131NN;Vianen;;;;;;Pedagogiek en Kwaliteit;'0347-366660';pedagogiek@dichtbijkinderopvang.nl;http://www.dichtbijkinderopvang.nl;1961;Vijfheerenlanden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/88cff11a-4d78-4b36-aef5-b069d0055782
100804275;VGO;Nee;Visser Visser;6;;Ingeschreven;10-06-2021;Ooststraat 21 ;4421CZ;Kapelle;0678010000001361;Visser Visser;;;;;;;;;;;;;;;'0615250877';gastouder.elma@outlook.com;;678;Kapelle;131014833;156668592;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/92682ae0-388e-4434-9867-af8a215886b8
100805590;VGO;Nee;Mohamed Knibess;6;;Ingeschreven;05-09-2019;Opvang bij de vraagouder;;;;Mohamed Knibess;;;;;;;;;;;;;;;'';;;437;Ouder-Amstel;300562020;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/700cfe07-91b4-48c7-9a49-655ac78f6990
100817890;VGO;Nee;Tesser-Arends;6;;Ingeschreven;20-07-2010;Klaproosweide 119 ;3448JJ;Woerden;0632010000012551;Tesser-Arends;;;;;;;;;;;;;;;'';;;632;Woerden;123870513;138358242;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0d34e24b-60da-4b33-9345-52b740dd8cc6
100818249;VGO;Nee;Siepel;6;;Ingeschreven;13-06-2013;Vijverpark 23 ;8374KE;Kuinre;1708010000013363;Siepel;;;;;;;;;;;;;;;'';;;1708;Steenwijkerland;300232779;798132723;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/98ff11dc-5970-4ce5-a1b5-7214c7e4b686
100829211;VGO;Nee;N. Dam;6;;Ingeschreven;22-10-2014;Wjukslach 6 ;8461LS;Rottum;0051010001258895;Dam;;;;;;;;;;;;;;S. Dijkstra;'0637166672';sylvia@w-care.nl;;1940;De Fryske Marren;170319738;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b6e85626-8a0a-448a-9949-dfa067cf778b
100843025;BSO;Nee;Wasko 't Nokkenwiel Maasplein IKC BSO;50;;Ingeschreven;16-08-2010;Maasstraat 30 ;2953CH;Alblasserdam;0482010001263478;Stichting WASKO Kinderopvang;41120243;000030327466;Stichting;2016-04-04;;Poldermolen 4 ;3352TH;Papendrecht;;;;;;Secretariaat;'0786157165';secretariaat@wasko.nl;http://www.wasko.nl;482;Alblasserdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7b7a2058-668c-4ef7-99e2-f4072394b4bd
100885159;KDV;Nee;Kinderopvang 't Nest, Locatie KDV Onder de Linde;35;Ja;Ingeschreven;01-01-2010;Past. Debijestraat 8 ;5963AG;Hegelsom;1507010000000988;B.V. 't Nest Kinderopvang Horst;62166433;;BV;2017-01-01;;Expeditiestraat 3 ;5961PX;Horst;;;;;;Directie Kinderopvang 't Nest;'077-3661955';info@kinderopvanghetnest.nl;http://www.kinderopvanghetnest.nl;1507;Horst aan de Maas;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2a4080d6-f277-434d-8519-4a5cc7b70d3f
100887387;BSO;Nee;Kindcentrum Willibrordus;31;;Ingeschreven;20-11-2006;Dwarsstraat 2 ;3114LC;Schiedam;0606010000009648;Komkids Kinderopvang B.V.;24371600;000032542445;Besloten Vennootschap;2016-01-19;;Gerrit Verboonstraat 15 ;3111AA;Schiedam;;Dwarsstraat 2 ;3114LC;Schiedam;;mevr. A. Kok;'0104493200';info@komkids.nl;http://www.komkids.nl;606;Schiedam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/01d8527f-88cb-481a-9431-6064b3d6b986
100908317;BSO;Nee;Wasko Het Carillon BSO;40;;Ingeschreven;29-05-2012;Raadhuisplein 1 ;2957RK;Nieuw-Lekkerland;0571010000003582;Stichting WASKO Kinderopvang;41120243;000030327377;Stichting;2016-04-04;;Poldermolen 4 ;3352TH;Papendrecht;;Poldermolen 4 ;3352TH;Papendrecht;;secretariaat;'078-6157165';secretariaat@wasko.nl;http://www.wasko.nl;1978;Molenlanden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4c5cdcc4-c500-4eb6-b012-d27eeed11811
100909929;VGO;Nee;Navers Veldman;6;;Ingeschreven;02-10-2015;Het Oude Loo 14 ;7608NB;Almelo;0141010000018997;Navers Veldman;;;;;;;;;;;;;;;'';;;141;Almelo;190734243;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b6cd0c7a-6d78-4b0e-aa20-1a8f6005d549
100914937;KDV;Nee;Peuteropvang De Lingert 6006;48;Ja;Ingeschreven;13-08-2012;de Lingert 6006 ;6605DT;Wijchen;0296010000003706;De eerste stap, kinderopvang B.V.;09153226;000025358049;Besloten Vennootschap;2016-01-01;;Nieuweweg 143 ;6603BL;Wijchen;;Nieuweweg 143 ;6603BL;Wijchen;;;'024-6488388';info@deeerstestap.nl;http://www.deeerstestap.nl;296;Wijchen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fa5ded6a-c653-45e2-a0bf-867647ceed3c
100936647;KDV;Nee;Happy Kids Almere;66;Nee;Ingeschreven;23-09-2013;Edelhertweg 3 ;1338EC;Almere;0034010000086602;Happy Kids Almere B.V.;58479864;000005651085;BeslotenVennootschap;2016-01-01;;Karbouwstraat 23 ;1338JD;Almere;;Karbouwstraat 23 ;1338JD;Almere;;Y. Oglakci-Dagham;'0634405720';info@happykidsalmere.nl;http://www.happykidsalmere.nl;34;Almere;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/56ba5aea-2934-4c97-99e0-31ac82027e88
100939594;VGO;Nee;Ferwerda Spronkers;4;;Ingeschreven;10-06-2026;Walvischstraat 18 ;1546LN;Jisp;0880010000001276;Ferwerda Spronkers;;;;;;;;;;;;;;;'';;;880;Wormerland;158005909;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/93d5bf37-e41d-4d03-a0ac-84855d20a2ed
100941138;KDV;Nee;Hero Peuteropvang Ringweg;16;Ja;Ingeschreven;28-04-2011;Ringweg 34 ;2064KK;Spaarndam;0393010000000664;Stichting Hero kindercentra Kinderprojecten;34298625;000023044918;Stichting;2016-02-10;;Gedempte Oude Gracht 67 ;2011GM;Haarlem;;Ringweg 34 ;2064KK;Spaarndam;;Jolanda Steenkist;'0637217717';ringwegpeuter@herokindercentra.nl;http://www.herokindercentra.nl;394;Haarlemmermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/aba0f5e9-23e6-40e4-b565-d130eec57674
100948674;VGO;Nee;Hasselbaink;6;;Ingeschreven;09-09-2010;Janusz Korczakplantsoen 5 ;1102JS;Amsterdam;0363010001167230;Hasselbaink;;;;;;;;;;;;;;;'';;;363;Amsterdam;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/334d1b7a-5465-4ee6-a112-c0d843113f93
100954261;KDV;Nee;Partou KDV De Noor 101;16;Nee;Ingeschreven;25-08-2025;de Noor 101 ;7481RL;Haaksbergen;0158010000002566;Smallsteps B.V.;60901934;000063330989;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;;;;;Regiosecretariaat;'0882357550';regiosecretariaat@partou.nl;http://www.partou.nl;158;Haaksbergen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d849f3c3-7e30-41b3-85c4-882abac0f23a
100961691;KDV;Nee;Jansens Vlinder;92;Nee;Ingeschreven;01-01-2010;Pauwoogvlinder 68 ;3544DB;Utrecht;0344010000110751;J&J3 B.V.;30262917;000064016781;Besloten Vennootschap;2016-01-04;;Vuurvlindersingel 17 ;3544DB;Utrecht;;;;;;Dorien Jansen;'030-2995100';dorien@kdvjansenenjansen.nl;http://www.kdvjansenenjansen.nl;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/04c873d7-7136-457e-853d-2b40233213d8
100969367;VGO;Nee;Kuiper;6;;Ingeschreven;24-07-2026;Opvang bij de vraagouder;;;;Kuiper;;;;;;;;;;;;;;;'';;;285;Voorst;174815220;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a2fc4947-8f9b-4b04-97c4-4b2258599d31
101021896;VGO;Nee;Uum;6;;Ingeschreven;20-09-2024;Opvang bij de vraagouder;;;;Uum;;;;;;;;;;;;;;;'06-54312939';ambervanuum@hotmail.com;;202;Arnhem;124402550;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/757f3e72-6f90-4942-8e98-a4064e49c4ac
101030794;BSO;Nee;Kinderopvang Compagnon;50;;Ingeschreven;01-01-2010;Broekplein 12 ;2318TJ;Leiden;0546010000037247;Smallsteps B.V.;60901934;000015989291;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;;;;;Regiosecretariaat;'0882357550';regiosecretariaat@partou.nl;http://www.smallsteps.nl;546;Leiden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b3619f09-c24c-42cd-96cd-4b912fb1c373
101034040;BSO;Nee;LPS kinderopvang De Borghoek (bso);40;;Ingeschreven;08-09-2017;Lambertijnenlaan 3 ;4614EV;Bergen op Zoom;0748010000010066;Stichting LPS Kinderopvang;41105401;000039519996;Stichting;2016-01-11;;Marslaan 1 ;4624CT;Bergen op Zoom;;;;;;S.J. Cépèro;'0164-230166';bestuursbureau@lpsnet.nl;http://www.lowysporquin.nl;748;Bergen op Zoom;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/18903a1b-740e-44bf-b179-02e7d476b720
